"","POINT_X","POINT_Y","_RUN1","_RUN2","_RUN3","_Full"
"98",3.91638,51.33244,TRUE,TRUE,TRUE,TRUE
"99",4.75606,52.86799,TRUE,FALSE,TRUE,TRUE
"100",5.35071,52.10573,FALSE,TRUE,TRUE,TRUE
"101",12.25,51.65003,FALSE,TRUE,FALSE,TRUE
"102",8.91667,48.05002,FALSE,TRUE,FALSE,TRUE
"103",-0.63493,51.3756,TRUE,TRUE,TRUE,TRUE
"104",5.92751,51.52025,TRUE,FALSE,TRUE,TRUE
"105",5.56875,51.88089,TRUE,TRUE,TRUE,TRUE
"106",6.51946,52.14524,TRUE,TRUE,TRUE,TRUE
"107",6.98174,52.81406,TRUE,TRUE,FALSE,TRUE
"108",6.6865,52.86258,TRUE,FALSE,TRUE,TRUE
"109",5.64341,52.24028,TRUE,TRUE,TRUE,TRUE
"110",7.03561,52.274,TRUE,TRUE,FALSE,TRUE
"111",6.58886,52.00972,FALSE,TRUE,FALSE,TRUE
"112",4.68398,52.73278,TRUE,TRUE,TRUE,TRUE
"113",4.69598,51.96889,FALSE,FALSE,TRUE,TRUE
"114",5.93401,52.05953,TRUE,TRUE,TRUE,TRUE
"115",-99.017,20.283,TRUE,TRUE,FALSE,TRUE
"116",-6.7877,53.49856,TRUE,TRUE,TRUE,TRUE
"117",6.80186,62.8168,TRUE,TRUE,TRUE,TRUE
"118",12.3575,56.9243,TRUE,TRUE,TRUE,TRUE
"119",12.7914,56.6489,TRUE,TRUE,TRUE,TRUE
"120",4.91187,52.19466,TRUE,TRUE,TRUE,TRUE
"121",6.85154,53.35497,TRUE,FALSE,TRUE,TRUE
"122",5.49951,53.22905,TRUE,TRUE,TRUE,TRUE
"123",5.77727,50.80174,TRUE,TRUE,TRUE,TRUE
"124",4.05327,51.55883,TRUE,TRUE,TRUE,TRUE
"125",6.51832,52.10031,TRUE,TRUE,TRUE,TRUE
"126",6.30219,52.23701,TRUE,FALSE,TRUE,TRUE
"127",6.32013,53.09068,TRUE,TRUE,TRUE,TRUE
"128",4.61313,52.5526,TRUE,FALSE,TRUE,TRUE
"129",7.08333,50.65003,TRUE,TRUE,TRUE,TRUE
"130",8.41667,49.15003,TRUE,FALSE,TRUE,TRUE
