POINT_X,POINT_Y,mm_pres
12.38533000000,66.05839000000,1
10.76662000000,59.88771000000,1
18.11472000000,69.77316000000,1
23.70938000000,70.87746000000,1
19.41959000000,69.63126000000,1
28.87058000000,70.83487000000,1
23.51813000000,69.80282000000,1
16.92688000000,69.37952000000,1
10.39731000000,59.06621000000,1
6.61861000000,58.08825000000,1
9.83171000000,61.58662000000,1
10.43528000000,59.06389000000,1
10.45250000000,59.06994000000,1
7.08333000000,50.65003000000,1
5.40000000000,50.00000000000,1
9.58333000000,51.95003000000,1
6.75000000000,51.15003000000,1
15.60000000000,50.90000000000,1
7.25000000000,53.75003000000,1
13.41667000000,51.35003000000,1
10.25000000000,52.15003000000,1
9.75000000000,51.75003000000,1
-1.47292000000,53.45034000000,1
-8.98897000000,53.90028000000,1
-2.52708000000,53.45034000000,1
19.77655000000,80.35046000000,1
7.43393000000,58.01487000000,1
6.75644000000,58.06665000000,1
10.64426000000,62.09583000000,1
9.72103000000,62.18185000000,1
10.60988000000,62.11051000000,1
13.47850000000,55.70760000000,1
13.27820000000,55.71940000000,1
12.97400000000,61.74440000000,1
8.58333000000,49.15003000000,1
8.08333000000,50.05003000000,1
7.25000000000,50.75003000000,1
7.75000000000,53.75003000000,1
6.58333000000,51.45003000000,1
11.41667000000,48.45003000000,1
9.58333000000,51.85003000000,1
9.58333000000,51.75003000000,1
10.70000000000,59.60000000000,1
10.80000000000,60.40000000000,1
8.08333000000,48.85002000000,1
13.25000000000,53.35003000000,1
13.91667000000,52.85003000000,1
14.25000000000,51.65003000000,1
11.58333000000,51.85003000000,1
8.75000000000,50.15003000000,1
6.41667000000,50.95003000000,1
12.58333000000,51.55003000000,1
14.40860000000,56.13940000000,1
12.81340000000,55.38150000000,1
10.74152000000,59.89505000000,1
10.70555000000,59.88787000000,1
16.51603000000,69.08466000000,1
6.79191000000,58.06553000000,1
19.40121000000,68.82621000000,1
19.11523000000,69.59536000000,1
19.26783000000,69.54610000000,1
6.80186000000,62.81680000000,1
30.73480000000,70.42694000000,1
7.18711000000,58.13695000000,1
30.11486000000,70.07756000000,1
30.55135000000,70.24127000000,1
10.05156000000,59.19608000000,1
10.46824000000,59.08354000000,1
6.21293000000,59.82754000000,1
9.61263000000,58.88605000000,1
28.99001000000,69.16475000000,1
5.50203000000,58.74721000000,1
7.44494000000,58.01914000000,1
5.85547000000,51.52056000000,1
4.84636000000,51.56519000000,1
5.27903000000,51.56639000000,1
4.63079000000,51.51905000000,1
5.77765000000,50.84668000000,1
6.31629000000,52.91098000000,1
0.64169000000,51.08391000000,1
-0.30759000000,52.45046000000,1
12.81280000000,55.38060000000,1
15.49240000000,56.74770000000,1
12.68400000000,56.70800000000,1
18.41812000000,69.82916000000,1
10.82016000000,59.85219000000,1
5.56086000000,58.84021000000,1
10.05473000000,59.03592000000,1
10.70833000000,59.88753000000,1
10.32635000000,63.02002000000,1
10.22172000000,63.34735000000,1
9.87863000000,58.97494000000,1
30.51718000000,70.24216000000,1
10.40531000000,59.10488000000,1
8.73559000000,61.76273000000,1
10.40869000000,59.10246000000,1
10.47164000000,59.08162000000,1
18.54309000000,80.01209000000,1
6.78684000000,58.06398000000,1
9.16873000000,62.03661000000,1
9.41667000000,51.75003000000,1
34.40000000000,61.70000000000,1
7.08333000000,51.05003000000,1
16.20000000000,48.20000000000,1
7.08333000000,51.25003000000,1
11.75000000000,48.45002000000,1
8.41667000000,49.05002000000,1
11.25000000000,51.05003000000,1
10.04654000000,59.73328000000,1
12.51406000000,66.12478000000,1
9.98942000000,59.30166000000,1
24.71174000000,71.11158000000,1
15.97277000000,69.27911000000,1
20.67046000000,69.92157000000,1
18.87995000000,69.01903000000,1
30.73387000000,70.42697000000,1
30.82954000000,69.77842000000,1
6.78490000000,58.06015000000,1
10.46322000000,59.08408000000,1
11.44814000000,63.79593000000,1
9.51162000000,58.86208000000,1
5.05454000000,61.95422000000,1
14.18780000000,55.38120000000,1
8.75000000000,49.45002000000,1
17.40000000000,54.70000000000,1
11.41667000000,48.55003000000,1
8.75000000000,49.95003000000,1
10.41667000000,48.35002000000,1
8.58333000000,49.35002000000,1
8.41667000000,49.15003000000,1
12.75000000000,51.55003000000,1
6.37239000000,52.10162000000,1
5.64187000000,51.97064000000,1
5.35071000000,52.10573000000,1
6.23241000000,52.41729000000,1
5.78739000000,51.97024000000,1
5.92697000000,51.47530000000,1
6.17414000000,53.27145000000,1
6.98174000000,52.81406000000,1
4.75606000000,52.86799000000,1
5.84864000000,50.84642000000,1
6.45071000000,52.32565000000,1
5.78941000000,52.19493000000,1
6.09846000000,53.22699000000,1
14.26657000000,53.05338000000,1
2.00000000000,42.30000000000,1
0.10000000000,42.80000000000,1
34.00000000000,67.50000000000,1
40.70000000000,64.10000000000,1
14.91667000000,50.95003000000,1
22.00000000000,48.50000000000,1
11.91667000000,48.95002000000,1
8.91667000000,49.15003000000,1
11.23882000000,60.39871000000,1
10.73972000000,59.89009000000,1
10.73389000000,59.88856000000,1
19.67646000000,68.95008000000,1
18.82932000000,69.60768000000,1
24.24329000000,70.88377000000,1
28.44656000000,70.51193000000,1
25.31813000000,70.18536000000,1
20.27471000000,69.37254000000,1
9.96905000000,58.98272000000,1
5.51496000000,58.73586000000,1
4.90004000000,61.84374000000,1
6.78308000000,58.06465000000,1
5.93698000000,59.73050000000,1
9.60475000000,58.87936000000,1
10.46156000000,59.07554000000,1
11.00798000000,59.03213000000,1
7.44879000000,58.02030000000,1
9.01387000000,61.87348000000,1
6.68625000000,58.06921000000,1
-0.05665000000,51.45737000000,1
10.45012000000,59.09407000000,1
10.71515000000,59.87983000000,1
23.30208000000,69.02810000000,1
23.50089000000,69.81099000000,1
9.64315000000,58.89721000000,1
10.39253000000,59.06922000000,1
6.83314000000,58.10021000000,1
9.20559000000,59.56604000000,1
