POINT_X,POINT_Y,hv_pres
18.82932000000,69.60769000000,1
-6.45253000000,54.42015000000,1
6.02853000000,62.50975000000,1
-1.14820000000,54.61703000000,1
-0.49424000000,51.28394000000,1
-1.78054000000,52.19263000000,1
-0.34116000000,51.55168000000,1
-94.15000000000,58.76000000000,1
-94.00000000000,58.77000000000,1
11.01084000000,59.03273000000,1
10.75000000000,53.95003000000,1
6.70076000000,58.06718000000,1
6.61992000000,58.08736000000,1
6.77904000000,58.06776000000,1
-2.88321000000,56.05475000000,1
-6.17682000000,56.79664000000,1
-6.19193000000,55.23860000000,1
5.70356000000,58.53611000000,1
5.70669000000,58.53571000000,1
7.44650000000,58.01937000000,1
24.74530000000,71.10851000000,1
9.97368000000,58.98469000000,1
4.90004000000,61.84374000000,1
19.77655000000,80.35046000000,1
6.78308000000,58.06465000000,1
10.71909000000,59.88094000000,1
18.71912000000,70.07899000000,1
10.08831000000,59.00932000000,1
-94.20000000000,58.78000000000,1
-94.19000000000,58.78000000000,1
18.50000000000,57.50000000000,1
18.54309000000,80.01209000000,1
10.39250000000,59.06904000000,1
14.21078000000,78.06214000000,1
-0.38827000000,54.24973000000,1
-0.40896000000,53.71062000000,1
0.80062000000,51.35007000000,1
-3.85928000000,56.31352000000,1
12.21985000000,65.94903000000,1
16.56500000000,56.40390000000,1
18.03571000000,69.63096000000,1
19.29305000000,69.22194000000,1
6.93020000000,62.90293000000,1
10.08333000000,54.35003000000,1
13.06610000000,55.37380000000,1
16.92688000000,69.37952000000,1
10.63503000000,59.89250000000,1
21.31964000000,77.97031000000,1
-5.90014000000,54.37586000000,1
-10.02658000000,53.79306000000,1
-6.18637000000,53.46398000000,1
-9.50937000000,52.04832000000,1
16.57670000000,56.79920000000,1
-1.92911000000,50.75401000000,1
-0.70640000000,53.89400000000,1
-3.98254000000,52.35603000000,1
-2.07530000000,53.45148000000,1
12.35750000000,56.92430000000,1
6.78490000000,58.06015000000,1
13.38106000000,79.42159000000,1
5.01801000000,61.85980000000,1
30.59823000000,70.54126000000,1
21.80282000000,80.20742000000,1
-1.49897000000,51.20262000000,1
-4.13362000000,52.44333000000,1
-9.65834000000,51.55600000000,1
-0.62412000000,51.73519000000,1
12.90800000000,56.61680000000,1
5.77905000000,58.52464000000,1
5.79616000000,58.51185000000,1
15.70068000000,78.21882000000,1
10.49923000000,59.29141000000,1
9.96905000000,58.98272000000,1
9.92687000000,58.97858000000,1
5.90000000000,61.80000000000,1
-0.20053000000,51.45967000000,1
-4.38894000000,51.71896000000,1
-2.88117000000,55.96490000000,1
-3.20152000000,55.96219000000,1
-1.60492000000,55.42824000000,1
-0.47526000000,51.31562000000,1
158.86670000000,-54.61670000000,1
-58.00000000000,-62.00000000000,1
11.00798000000,59.03213000000,1
10.05344000000,59.03616000000,1
14.09360000000,55.38490000000,1
14.19260000000,55.38250000000,1
8.25000000000,49.45003000000,1
13.91667000000,52.85003000000,1
12.36060000000,56.92080000000,1
30.72813000000,70.42869000000,1
-5.67931000000,54.47066000000,1
-10.11575000000,53.75558000000,1
10.43735000000,59.06304000000,1
-4.54296000000,54.41350000000,1
-2.21728000000,51.74305000000,1
-1.45431000000,54.88843000000,1
0.27601000000,52.35074000000,1
-2.64796000000,51.47169000000,1
-5.91054000000,54.60510000000,1
10.28071000000,63.27603000000,1
30.72719000000,70.42871000000,1
9.82028000000,58.97511000000,1
10.30137000000,63.02969000000,1
28.87058000000,70.83487000000,1
-3.04135000000,55.96365000000,1
-1.60582000000,55.33837000000,1
18.89948000000,69.67852000000,1
10.71767000000,59.87949000000,1
5.59261000000,59.02033000000,1
