POINT_X,POINT_Y,fc_pres
10.76662000000,59.88771000000,1
10.06781000000,59.63961000000,1
-9.27646000000,53.07557000000,1
6.75000000000,51.15003000000,1
11.08333000000,52.15003000000,1
7.25000000000,53.75003000000,1
10.25000000000,52.15003000000,1
11.58333000000,48.65003000000,1
9.91667000000,48.45002000000,1
11.08333000000,54.25003000000,1
-1.60492000000,55.42824000000,1
-1.77875000000,52.55228000000,1
-0.19342000000,51.63943000000,1
-1.34948000000,51.65152000000,1
-5.91054000000,54.60510000000,1
-2.50103000000,51.20262000000,1
-2.38806000000,54.70929000000,1
-0.33127000000,51.82133000000,1
8.08333000000,53.15003000000,1
5.53732000000,60.20903000000,1
10.11514000000,62.12498000000,1
10.30691000000,62.19830000000,1
7.25000000000,50.75003000000,1
6.58333000000,51.45003000000,1
11.41667000000,48.45003000000,1
10.41667000000,52.55003000000,1
7.75000000000,48.45003000000,1
5.64187000000,51.97064000000,1
-6.53871000000,53.28910000000,1
-9.26495000000,52.16804000000,1
-6.54540000000,52.20179000000,1
-1.60847000000,55.06877000000,1
-1.60759000000,55.15864000000,1
-3.62079000000,50.47293000000,1
-2.38382000000,54.25990000000,1
-1.77458000000,53.36140000000,1
-3.76166000000,50.47088000000,1
-2.35928000000,51.38300000000,1
-4.61195000000,55.49088000000,1
16.47500000000,58.27950000000,1
11.93565000000,61.91988000000,1
7.08333000000,50.65003000000,1
9.08333000000,48.55003000000,1
12.41667000000,49.35003000000,1
10.08333000000,48.55002000000,1
6.50000000000,49.79000000000,1
7.18711000000,58.13695000000,1
8.58333000000,49.15003000000,1
8.08333000000,50.05003000000,1
19.70000000000,64.30000000000,1
11.41667000000,48.55003000000,1
14.91667000000,50.95003000000,1
11.91667000000,48.05002000000,1
10.91667000000,51.45003000000,1
10.25000000000,54.05003000000,1
10.30487000000,62.19775000000,1
-0.34442000000,51.46179000000,1
-0.74895000000,52.45596000000,1
-0.05283000000,51.54724000000,1
-6.60225000000,52.45828000000,1
-4.32830000000,53.33889000000,1
6.37537000000,52.23642000000,1
12.82890000000,56.66460000000,1
12.25000000000,49.35003000000,1
14.41667000000,52.65003000000,1
-6.92431000000,52.86188000000,1
10.47279000000,59.38335000000,1
10.81758000000,59.85391000000,1
10.39910000000,59.11677000000,1
15.42340000000,59.18640000000,1
17.32680000000,59.99490000000,1
7.80000000000,48.90000000000,1
11.25000000000,48.55002000000,1
-0.47934000000,51.73341000000,1
-6.36094000000,56.97023000000,1
-0.05665000000,51.45737000000,1
-3.34920000000,55.60118000000,1
-3.30483000000,54.25345000000,1
-3.90613000000,50.55855000000,1
-0.35089000000,51.28201000000,1
7.27871000000,44.11700000000,1
8.25000000000,48.95003000000,1
9.83171000000,61.58662000000,1
9.64315000000,58.89722000000,1
8.25000000000,49.45003000000,1
8.08333000000,49.25003000000,1
4.00000000000,47.20000000000,1
