POINT_X,POINT_Y,pm_pres
12.39577000000,65.89408000000,1
-6.38049000000,54.29342000000,1
13.31093000000,52.45615000000,1
11.75000000000,51.05003000000,1
10.58333000000,51.85003000000,1
-4.02385000000,53.25453000000,1
-0.85855000000,53.89554000000,1
8.08333000000,53.15003000000,1
6.58333000000,51.45003000000,1
8.25000000000,49.25003000000,1
8.25000000000,49.45003000000,1
8.08333000000,49.45003000000,1
8.08333000000,49.25003000000,1
7.75000000000,48.45003000000,1
9.61400000000,58.88701000000,1
5.20438000000,52.19548000000,1
6.90294000000,52.68027000000,1
5.85593000000,51.56550000000,1
6.61989000000,53.13290000000,1
6.29486000000,51.87753000000,1
5.13304000000,51.88076000000,1
5.27806000000,51.97087000000,1
4.83985000000,52.10447000000,1
5.71139000000,51.52105000000,1
5.78187000000,51.34105000000,1
6.44429000000,52.05605000000,1
5.78739000000,51.97024000000,1
6.08472000000,52.37332000000,1
4.83202000000,52.73357000000,1
5.49940000000,53.18412000000,1
4.90800000000,52.55415000000,1
5.78941000000,52.19493000000,1
6.09846000000,53.22699000000,1
6.17251000000,53.18160000000,1
5.56642000000,51.29664000000,1
-6.00483000000,54.75501000000,1
-3.20728000000,50.83772000000,1
-6.05665000000,54.78725000000,1
14.47260000000,63.22690000000,1
11.58333000000,48.65003000000,1
7.80000000000,48.90000000000,1
10.25000000000,52.15003000000,1
9.95444000000,59.25474000000,1
16.61450000000,56.49010000000,1
10.80000000000,44.70000000000,1
8.91667000000,49.25003000000,1
14.25000000000,51.65003000000,1
5.64187000000,51.97064000000,1
6.24908000000,53.27093000000,1
5.13555000000,51.43134000000,1
6.70276000000,53.40162000000,1
6.23241000000,52.41729000000,1
5.13430000000,51.65605000000,1
6.59859000000,52.36917000000,1
6.98832000000,52.99373000000,1
6.08402000000,52.32838000000,1
4.75735000000,52.77813000000,1
5.85547000000,51.52056000000,1
4.61392000000,52.50766000000,1
6.17332000000,53.22653000000,1
3.41596000000,52.94326000000,1
9.75000000000,54.15003000000,1
4.90004000000,61.84374000000,1
6.33471000000,61.86857000000,1
-0.07550000000,51.00798000000,1
6.83793000000,52.95071000000,1
6.15970000000,52.46273000000,1
6.58646000000,51.91986000000,1
5.64060000000,51.74593000000,1
6.15736000000,52.32793000000,1
3.98397000000,51.46812000000,1
6.68384000000,52.77274000000,1
4.62703000000,51.74374000000,1
5.63885000000,51.43134000000,1
5.77765000000,50.84668000000,1
-6.28030000000,53.37551000000,1
17.32680000000,59.99490000000,1
11.00798000000,59.03213000000,1
10.91667000000,52.15003000000,1
13.41667000000,51.35003000000,1
7.75000000000,47.65002000000,1
6.07912000000,52.01382000000,1
5.71628000000,52.19516000000,1
3.97840000000,51.64785000000,1
5.92965000000,51.70001000000,1
6.09772000000,53.18207000000,1
6.09920000000,53.27192000000,1
6.37537000000,52.23642000000,1
6.61861000000,53.08798000000,1
5.79857000000,53.18347000000,1
5.27903000000,51.56639000000,1
3.91638000000,51.33244000000,1
4.75606000000,52.86799000000,1
5.35071000000,52.10573000000,1
12.25000000000,51.65003000000,1
8.91667000000,48.05002000000,1
-0.63493000000,51.37560000000,1
5.92751000000,51.52025000000,1
5.56875000000,51.88089000000,1
6.51946000000,52.14524000000,1
6.98174000000,52.81406000000,1
6.68650000000,52.86258000000,1
5.64341000000,52.24028000000,1
7.03561000000,52.27400000000,1
6.58886000000,52.00972000000,1
4.68398000000,52.73278000000,1
4.69598000000,51.96889000000,1
5.93401000000,52.05953000000,1
-6.78770000000,53.49856000000,1
6.80186000000,62.81680000000,1
12.35750000000,56.92430000000,1
12.79140000000,56.64890000000,1
4.91187000000,52.19466000000,1
6.85154000000,53.35497000000,1
5.49951000000,53.22905000000,1
5.77727000000,50.80174000000,1
4.05327000000,51.55883000000,1
6.51832000000,52.10031000000,1
6.30219000000,52.23701000000,1
6.32013000000,53.09068000000,1
4.61313000000,52.55260000000,1
7.08333000000,50.65003000000,1
8.41667000000,49.15003000000,1
-4.61195000000,55.49088000000,1
-2.68054000000,53.62936000000,1
-0.92013000000,51.46850000000,1
5.20457000000,52.15054000000,1
5.78148000000,51.29611000000,1
5.56947000000,52.06066000000,1
5.49668000000,52.10569000000,1
6.51605000000,52.01044000000,1
-9.09426000000,52.95158000000,1
8.25000000000,49.55003000000,1
15.67142000000,69.15850000000,1
8.58333000000,47.95002000000,1
6.37239000000,52.10162000000,1
6.29942000000,52.10221000000,1
5.13202000000,52.06052000000,1
5.35086000000,51.92597000000,1
4.98500000000,52.19493000000,1
6.61607000000,52.99814000000,1
6.51267000000,51.87564000000,1
5.56966000000,52.10560000000,1
6.54760000000,53.22349000000,1
5.92014000000,50.89106000000,1
13.47280000000,55.70850000000,1
12.98180000000,55.72910000000,1
-0.20053000000,51.45967000000,1
-0.34442000000,51.46179000000,1
-9.76458000000,54.25084000000,1
14.28520000000,53.14963000000,1
-9.69554000000,54.23847000000,1
13.25860000000,55.77640000000,1
10.25000000000,54.45003000000,1
6.30870000000,52.55154000000,1
5.57400000000,53.13910000000,1
5.35118000000,51.52149000000,1
5.35125000000,51.43160000000,1
4.83031000000,52.86836000000,1
9.08333000000,48.55003000000,1
8.75000000000,50.15003000000,1
14.08530000000,55.38510000000,1
6.84244000000,53.08547000000,1
4.68470000000,52.68785000000,1
4.90604000000,52.73389000000,1
6.68918000000,52.95243000000,1
5.13177000000,52.10546000000,1
6.89218000000,52.36580000000,1
6.07090000000,51.47455000000,1
6.00691000000,52.05917000000,1
14.26657000000,53.05338000000,1
11.08333000000,52.15003000000,1
-8.37401000000,53.18490000000,1
-3.20152000000,55.96219000000,1
-6.38264000000,53.05344000000,1
6.36943000000,51.96681000000,1
6.39060000000,52.91037000000,1
3.47670000000,51.55082000000,1
6.67854000000,52.59303000000,1
5.64315000000,52.19534000000,1
6.66810000000,52.23361000000,1
5.86158000000,52.10478000000,1
11.41667000000,50.65003000000,1
-0.24249000000,54.06790000000,1
-2.52708000000,53.45034000000,1
-6.71778000000,53.53806000000,1
6.30777000000,52.50661000000,1
4.84095000000,52.01459000000,1
5.13456000000,51.61111000000,1
6.09625000000,53.09221000000,1
3.76496000000,51.55518000000,1
4.98861000000,51.79047000000,1
6.22477000000,52.01288000000,1
6.55123000000,53.35825000000,1
5.79772000000,53.09361000000,1
5.71171000000,51.56599000000,1
7.25000000000,50.65003000000,1
6.75000000000,49.25003000000,1
-1.35957000000,50.93214000000,1
-2.79038000000,51.38088000000,1
-1.60847000000,55.06877000000,1
5.85733000000,51.70032000000,1
5.27795000000,52.01581000000,1
6.51379000000,51.92057000000,1
4.76625000000,52.14904000000,1
4.98173000000,52.55443000000,1
6.24285000000,52.95646000000,1
5.86110000000,52.05984000000,1
13.15130000000,55.70670000000,1
14.92842000000,51.15154000000,1
10.08333000000,54.35003000000,1
8.08333000000,50.05003000000,1
16.53650000000,56.37170000000,1
6.07981000000,52.05876000000,1
6.38649000000,52.73066000000,1
